pid,sid,file,vid,start_time,end_time,text,manual_transcript,notes,age,speaker
01590001,21,01590001-21,1,374,375,Yeah.,Yeah.,NA,3.17,kchild
01590001,21,01590001-21,1,375,377,"Oh, and then.","Oh, and then.",NA,3.17,tadult
01590001,21,01590001-21,1,377,378,"Oh, and it's.","Oh, and it's.",NA,3.17,tadult
01590001,21,01590001-21,1,378,379,Really.,Really.,NA,3.17,tadult
01590001,21,01590001-21,1,379,380,Okay.,Okay.,NA,3.17,tadult
01590001,21,01590001-21,1,380,382,Okay.,Okay.,NA,3.17,tadult
01590001,21,01590001-21,2,837,839,the El- submarine.,the yellow submarine,NA,3.17,kchild
01590001,21,01590001-21,2,862,867,"The summer,",the submar-,NA,3.17,kchild
01590001,21,01590001-21,2,872,874,"Oh, we do this again.",Can you help me do this again,NA,3.17,ochild
01590001,21,01590001-21,2,889,894,They're help me do my [name] knee.,Can you help me do my [name]'s name,NA,3.17,ochild
01590001,21,01590001-21,2,924,982,It's like you more melons. This is a one.,"I'm slicing watermelons, This one",NA,3.17,kchild
01590001,21,01590001-21,2,984,1102,"I'm gonna pick it is a one. Oh, great. Oh, wow, wow. I'm going to The Oh, wow. I'm going to get a Oh, the body. I'm not. I'm making a good try.","I'm gonna pick it is a one. Oh, great. Oh, wow, wow. I'm going to The Oh, wow. I'm going to get a Oh, the body. I'm not. I'm making a good try.",NA,3.17,ochild
01590001,21,01590001-21,2,1102,1104,A good try.,A good try.,NA,3.17,kchild
01590001,21,01590001-21,2,1104,1108,What I'm doing to do it right now.,What I'm doing to do it right now.,NA,3.17,kchild
01590001,21,01590001-21,2,1108,1112,I'm making a pizza slices.,I'm making a pizza slices.,NA,3.17,ochild
01590001,21,01590001-21,2,1114,1151,"I didn't know what I'm making, I'm making some watermelon.","I didn't know what I'm making, I'm making some watermelon.",NA,3.17,kchild
01590001,21,01590001-21,2,1114,1151,"I'm going to go and I'm looking at the I'm looking at the block, sorry.","Oh I'm so sorry I dropped the block, sorry.",NA,3.17,tadult
01590001,21,01590001-21,3,1746,1751,What's all the swinging?,What's all the swinging?,NA,3.17,kchild
01590001,21,01590001-21,3,1751,1755,What's all of the swinging? What's doing?,What's all of the swinging?,NA,3.17,kchild
01590001,21,01590001-21,3,1755,1766,What's what the steam going from?,What's all the steam coming from?,NA,3.17,kchild
01590001,21,01590001-21,3,1766,1771,It's how the steam coming from?,What's all the steam coming from?,NA,3.17,kchild
01590001,21,01590001-21,3,1771,1778,It's how the steam coming from! I don't feel nice is that thing you feel nice,What's all the steam coming from? I don't feel nice is that thing you feel nice,NA,3.17,kchild
01590001,21,01590001-21,3,1778,1795,is that thing you feel nice is that thing That thing. You see behind me. There was. What's out of steam?,is that thing you feel nice is that thing That thing. You see behind me. There was. What's all the steam?,NA,3.17,kchild
01590001,21,01590001-21,4,2295,2300,"Oh, wait, you're just one side up, are you?","Oh, wait, you're the wrong side up, Aria?",proper name,3.17,ochild
01590001,21,01590001-21,4,2300,2302,"Uh, no or not.","Uh, no you're not.",NA,3.17,ochild
01590001,21,01590001-21,4,2302,2303,"Yes, you are.","Yes, you are.",NA,3.17,ochild
01590001,21,01590001-21,4,2303,2305,You are.,You are.,NA,3.17,ochild
01590001,21,01590001-21,4,2305,2310,Hey now you're right side up. You're right side up.,Hey now you're right side up. You're right side up.,NA,3.17,ochild
01590001,21,01590001-21,4,2310,2313,"Uh, try it going to.","Uh, try going up",NA,3.17,ochild
01590001,21,01590001-21,4,2313,2315,Hello.,Hello.,NA,3.17,ochild
01590001,21,01590001-21,4,2315,2316,You're the right side.,You're the right side.,NA,3.17,ochild
01590001,21,01590001-21,4,2316,2319,"Hey, I don't, it's mine, I made it.","Hey, I don't, it's mine, I made it.",NA,3.17,kchild
01590001,21,01590001-21,4,2319,2320,"Yes, you are.","Yes, you are.",NA,3.17,ochild
01590001,21,01590001-21,4,2320,2323,You're standing on your head.,You're standing on your head.,NA,3.17,ochild
01590001,21,01590001-21,4,2323,2325,Now I'm not.,No I'm not.,NA,3.17,ochild
01590001,21,01590001-21,4,2325,2327,"Oh, I thought.","Oh, I thought.",NA,3.17,ochild
01640001,12,01640001-12,1,430,431,"yeah, right.","yeah, right.",NA,3.22,tadult
01640001,12,01640001-12,1,431,436.32,This is for you slow this is for you,This is for you [name] this is for you,proper name,3.22,tadult
01640001,12,01640001-12,1,436.32,444,adding whoops sorry slow slow I mean,Adi whoops sorry [name] [name] I mean,proper name,3.22,tadult
01640001,12,01640001-12,1,436.32,444,"Can I tell you something, [name]?","Can I tell you something, [name]?",NA,3.22,ochild
01640001,12,01640001-12,1,444,445,What?,What?,NA,3.22,tadult
01640001,12,01640001-12,1,445,447,"Yeah, you can it the other way, I see you.","Yeah, you can it the other way, I see you.",NA,3.22,tadult
01640001,12,01640001-12,1,447,448,No.,No.,NA,3.22,ochild
01640001,12,01640001-12,1,448,449,"Oh, it.","Oh, it.",NA,3.22,tadult
01640001,12,01640001-12,1,449,455,"Can you do one of those not broken, not broken up,","Can you do one of those not broken, not broken up,",NA,3.22,ochild
01640001,12,01640001-12,1,455,457,I'm gonna see not broken.,I'm gonna say not broken.,NA,3.22,tadult
01640001,12,01640001-12,1,457,458,Broken.,Broken.,NA,3.22,tadult
01640001,12,01640001-12,1,458,459,Broken.,Broken.,NA,3.22,tadult
01640001,12,01640001-12,1,459,461,"Oh my gosh, this is so on the page.","Oh my gosh, this is so on the page.",NA,3.22,tadult
01640001,12,01640001-12,2,1244,1247,Let's go an adventure to an island.,Let's go an adventure to an island.,NA,3.22,tadult
01640001,12,01640001-12,2,1247,1248,"Great. Comoto. or two, the island. Three.",Great,deletion,3.22,radult
01640001,12,01640001-12,2,1248,1249,Camoto.,Camoto.,NA,3.22,radult
01640001,12,01640001-12,2,1249,1252,What water!,What water!,NA,3.22,kchild
01640001,12,01640001-12,2,1252,1255,Is this Camoto Dragon?,Is this Camoto Dragon?,NA,3.22,ochild
01640001,12,01640001-12,2,1255,1257,What is it?,What is it?,NA,3.22,radult
01640001,12,01640001-12,2,1257,1258,Is this called Camoto?,Is this called Camoto?,NA,3.22,ochild
01640001,12,01640001-12,2,1258,1260,"Yeah, it's called Camoto Dragon.","Yeah, it's called Camoto, like the Comoto Dragon.",addition,3.22,radult
01640001,12,01640001-12,2,1260,1262,You're great.,You're right,NA,3.22,radult
01640001,12,01640001-12,2,1262,1267,It is always easy to find me in school pictures because of my dragon,It is always easy to find me in school pictures because of my dragon,NA,3.22,radult
01640001,12,01640001-12,2,1267,1268,teacher. because of my dragon t-shirt.,because of my dragon t-shirt.,NA,3.22,radult
01640001,12,01640001-12,2,1267,1268,I can't see.,I can't see.,NA,3.22,ochild
01640001,12,01640001-12,2,1267,1268,"No, no, no.","No, no, no.",NA,3.22,kchild
01640001,12,01640001-12,2,1268,1269,I can't see.,I can't see.,NA,3.22,ochild
01640001,12,01640001-12,2,1269,1270,"No, no, no, no.","No, no, no, no.",NA,3.22,kchild
01640001,12,01640001-12,2,1270,1272,I already saw.,I already saw.,NA,3.22,ochild
01640001,12,01640001-12,2,1272,1273,Do you see where he's at?,Do you see where he's at?,NA,3.22,radult
01640001,12,01640001-12,2,1273,1274,"No, no, no, no,","No, no, no, no,",NA,3.22,kchild
01640001,12,01640001-12,2,1274,1276,the alligator book.,the alligator book.,NA,3.22,ochild
01640001,12,01640001-12,3,1891,1896,So Coco started tapping on her drum,So Coco started tapping on her drum,NA,3.22,tadult
01640001,12,01640001-12,3,1896,1897.6,just to keep herself company.,just to keep herself company.,NA,3.22,tadult
01640001,12,01640001-12,3,1897.6,1899.6,You can tap a little.,You can tap a little.,NA,3.22,tadult
01640001,12,01640001-12,3,1899.6,1904.2,"Oh, stuff. But something stirred behind her.","Oh, stop. But something stirred behind her.",NA,3.22,tadult
01640001,12,01640001-12,3,1905.2,1909,A raccoon playing a banjo started calling her.,A raccoon playing a banjo started following her.,NA,3.22,tadult
01640001,12,01640001-12,3,1911,1919,So if polko and her her around the left. And then a rabbit.,So polko hit her drum loudly And then a rabbit.,NA,3.22,tadult
01640001,12,01640001-12,3,1919,1922,a rabbit.,a rabbit.,NA,3.22,tadult
01640001,12,01640001-12,3,1922,1925,"Grab your trumpet, playing her trumpet.","Grab your trumpet, playing her trumpet.",NA,3.22,tadult
01640001,13,01640001-13,1,330,331,Not broken.,Not broken.,NA,3.22,tadult
01640001,13,01640001-13,1,331,332,What do you cut from?,What do you cut from?,NA,3.22,ochild
01640001,13,01640001-13,1,332,334,"From, I'm coming to my trampling.","From, I'm jumping on my trampling.",NA,3.22,tadult
01640001,13,01640001-13,1,334,335,Yeah.,Yeah.,NA,3.22,tadult
01640001,13,01640001-13,1,335,336,Oh yeah.,Oh yeah.,NA,3.22,tadult
01640001,13,01640001-13,1,336,337,I do have a trampling.,I do have a trampling.,NA,3.22,tadult
01640001,13,01640001-13,1,337,338,Yeah.,Yeah.,NA,3.22,tadult
01640001,13,01640001-13,1,338,340,Here [name].,Here [name].,NA,3.22,tadult
01640001,13,01640001-13,1,340,345,"Yeah, I see it.","Yeah, I see it.",NA,3.22,tadult
01640001,13,01640001-13,1,345,349,"All right, I am thinking of a person and this person I'm thinking of...","All right, I am thinking of a person and this person I'm thinking of...",NA,3.22,tadult
01640001,13,01640001-13,1,349,350,Broken or not?,Broken or not?,NA,3.22,ochild
01640001,13,01640001-13,1,350,354.4,This is my last broken or not broken because I got to do our game right now.,This is my last broken or not broken [name] because I got to do our game right now.,proper noun,3.22,tadult
01640001,13,01640001-13,1,354.4,355.4,Not broken.,Not broken.,NA,3.22,tadult
01640001,13,01640001-13,1,355.4,357.72,Oh cool I have a seat [name].,Oh cool have a seat [name].,NA,3.22,tadult
01640001,13,01640001-13,1,357.72,366.12,This person I'm thinking of is wearing something that you might use if you wanted to go on a long trip. You might use this kind of,This person I'm thinking of is wearing something that you might use if you wanted to go on a long trip. You might use this kind of,NA,3.22,tadult
01640001,14,01640001-14,1,350,358,"Finish all your water, then I'll give you some milk buddy. You're chewing up your food, chew up your food, chew up your food, yeah?","Finish all your water, [name], then I'll give you some milk buddy. You're chewing up your food, chew up your food, yeah?",NA,3.22,tadult
01640001,14,01640001-14,1,358,361,"You see where the, you see the footprints from the dog?","You see where the, you see the footprints from the dog?",NA,3.22,tadult
01640001,14,01640001-14,1,361,362,Yeah.,Yeah.,NA,3.22,tadult
01640001,14,01640001-14,1,362,363,Yeah. Yeah.,Yeah. Yeah.,NA,3.22,tadult
01640001,14,01640001-14,1,363,369,"Oh, now that, now, sometimes if you're a dog, you might like to go down to the water.","Oh, now that, now, sometimes if you're a dog, you might like to go down to the water.",NA,3.22,tadult
01640001,14,01640001-14,1,369,371,And sometimes the water might like to...,And sometimes the water might like to...,NA,3.22,tadult
01640001,14,01640001-14,1,371,374,NA,Do you remember the crab?,NA,3.22,ochild
01640001,14,01640001-14,1,371,374,"Yeah, I remember the crab.","Yeah, I remember the crab.",NA,3.22,tadult
01640001,14,01640001-14,1,374,377,First I was over here looking at the big waves flashing on the dog.,First I was over here looking at the big waves flashing on the dog.,NA,3.22,tadult
01640001,14,01640001-14,1,377,379,The wave might want to come to you.,The wave might want to come to you.,NA,3.22,tadult
01640001,14,01640001-14,1,379,382,Is that ever happen to you when you're playing in the ocean or by the...,Does that ever happen to you when you're playing in the ocean or by the...,NA,3.22,tadult
01640001,14,01640001-14,2,983,996,Can you push me? Why?,Can you push me? Why?,NA,3.22,kchild
01640001,14,01640001-14,2,996,999,"I know, but I don't know.","I know, but I don't know.",NA,3.22,kchild
01640001,14,01640001-14,2,999,1005,"Going on, going on, going on, going high and it's on this side.","Going on, going on, going on, going high and it's on this side.",NA,3.22,kchild
01640001,14,01640001-14,2,1005,1013.6800000000001,Do you need help getting on the swing? Up up up up and up.,Do you need help getting on the swing? Up up up up and up.,NA,3.22,radult
01640001,14,01640001-14,2,1005,1013.6800000000001,Yes I think you think so.,Yes I think you think so.,NA,3.22,kchild
01640001,14,01640001-14,2,1013.6800000000001,1019,"Then sit. There we go. Okay, I will give you one push, okay?","Then sit. There we go. Okay, I will give you one push, okay?",NA,3.22,radult
01640001,14,01640001-14,2,1019,1023,"Why? Why, why are you, mommy?","Why? Why, why teacher Bobby?",NA,3.22,kchild
01640001,14,01640001-14,2,1023,1029,I have a friend.,I have a friend.,NA,3.22,ochild
01640001,16,01640001-16,1,380,382,Mm-mm.,Mm-mm.,NA,3.24,tadult
01640001,16,01640001-16,1,382,383,Good. Mm-mm-mm. You're going to cut.,Good. Mm-mm-mm. You're going to cut.,NA,3.24,tadult
01640001,16,01640001-16,1,383,385,Same way a cut of the buck.,Same way I cut the back off,NA,3.24,tadult
01640001,16,01640001-16,1,385,387,Like I never see.,Like I never see.,NA,3.24,tadult
01640001,16,01640001-16,1,387,389,A little more small.,A little more small.,NA,3.24,tadult
01640001,16,01640001-16,1,389,392,But the one comes in our rainbow.,But what color comes next in our rainbow.,NA,3.24,tadult
01640001,16,01640001-16,1,392,394,"And green, green apple.","And green, green apple.",NA,3.24,ochild
01640001,16,01640001-16,1,394,396,Green apple today.,Green apple today.,NA,3.24,tadult
01640001,16,01640001-16,1,396,398,And then purple,And then purple,NA,3.24,ochild
01640001,16,01640001-16,1,398,400,"white cheese and white, white,","white cheese and white, white,",NA,3.24,ochild
01640001,16,01640001-16,1,400,402,"white, white, white,","white, white, white,",NA,3.24,ochild
01640001,16,01640001-16,1,402,405,"and white, right right now.","and white, right right now.",NA,3.24,tadult
01640001,16,01640001-16,1,407,410,The water is not going to get in my cup.,The water is not going to get in my cup.,NA,3.24,kchild
01640001,16,01640001-16,1,410,412,The water is not going in your cup.,The water is not going in your cup. Okay I can help you,NA,3.24,tadult
01640001,16,01640001-16,2,1088,1090,"Okay, hold over here, [name].","Okay, hold over here, [name].",NA,3.24,tadult
01640001,16,01640001-16,2,1090,1092,"Okay, here you go.","Okay, here you go.",NA,3.24,tadult
01640001,16,01640001-16,2,1092,1095,"If you would like water, I can give you a cup for water.","If you would like water, I can give you a cup for water.",NA,3.24,tadult
01640001,16,01640001-16,2,1095,1097,"If you'd like milk, I can pour some milk for you right now.","If you'd like milk, I can pour some milk for you right now.",NA,3.24,tadult
01640001,16,01640001-16,2,1097,1098,You don't want milk?,You don't want milk?,NA,3.24,ochild
01640001,16,01640001-16,2,1098,1099,"Would you like water, [name]?","Would you like water, [name]?",NA,3.24,tadult
01640001,16,01640001-16,2,1099,1100,No.,No.,NA,3.24,ochild
01640001,16,01640001-16,2,1100,1100.6,"Well, would you drink something?","Well, would you drink something?",NA,3.24,tadult
01640001,16,01640001-16,2,1100.6,1102.1,Because it's kind of a warm day today.,Because it's kind of a warm day today.,NA,3.24,tadult
01640001,16,01640001-16,2,1102.1,1103.48,"Here be, scoot your bottom neck a little bit.","Here be, scoot your bottom back a little bit.",NA,3.24,tadult
01640001,16,01640001-16,2,1103.48,1104.6399999999999,"Okay, we'll get closer to the table.","Okay, we'll get closer to the table.",NA,3.24,tadult
01640001,16,01640001-16,2,1104.6399999999999,1105.8,"Hi, sweet guy.","Hi, sweet guy.",NA,3.24,tadult
01640001,16,01640001-16,2,1105.8,1107.48,You got an orange tongue.,You got an orange tongue.,NA,3.24,tadult
01640001,16,01640001-16,2,1107.48,1109.76,"[name], why don't you pick what you want, water and milk, okay?","Ansel, why don't you pick what you want, water and milk, okay?",NA,3.24,tadult
01640001,16,01640001-16,2,1109.76,1111,I'd like you to pick one of the two.,I'd like you to pick one of the two.,NA,3.24,tadult
01640001,16,01640001-16,2,1111,1116.44,[name]\ what are you doing and what are you doing say for water okay go get,Addy what are you doing [name] what are you doing say for water okay go get,proper name,3.24,tadult
01640001,16,01640001-16,2,1111,1116.44,for water,I want water,NA,3.24,ochild
01640001,16,01640001-16,2,1116.44,1123,water place when the water... you know how we do things.,"water place when the water... A quarter of a graham [name], you know how we do things.",addition,3.24,tadult
01640001,16,01640001-16,2,1116.44,1123,"I want milk and milk sure a quarter of a grand add,","I want milk and milk and a quarter of a graham,",NA,3.24,ochild
01720001,46,01720001-46,1,79,87,Like that.,Like that.,NA,3.41,ochild
01720001,46,01720001-46,1,79,87,What was a noun?,I want to take it off now.,NA,3.41,kchild
01720001,46,01720001-46,1,87,94,"No, [name]. I thought you wanted to make a movie.","No, [name]. I thought you wanted to make a movie.",NA,3.41,ochild
01720001,46,01720001-46,1,87,94,"Oh, I know.","Oh, I want",NA,3.41,kchild
01720001,46,01720001-46,1,94,102,[name] said he wanted to take it off because he wanted to go on this wig right now.,[name] said he wanted to take it off because he wanted to go on the swing right now.,NA,3.41,ochild
01720001,46,01720001-46,1,102,104,"Oh, you're allowed to wear it on the swing bud.","Oh, you're allowed to wear it on the swing bud.",NA,3.41,radult
01720001,46,01720001-46,1,104,106,"Yeah, it won't come on.","Yeah, it won't come off",NA,3.41,radult
01720001,46,01720001-46,1,106,109,"Well, I think he's swinging all over.","Well, I think it's you swinging all over.",NA,3.41,radult
01720001,46,01720001-46,1,109,117,"Well, if he has the chin strap on the bite hold better.","Well, if he has the chin strap on it might hold better.",NA,3.41,ochild
01740001,09,01740001-09,1,379,381,Water.,Water.,NA,3.4,tadult
01740001,09,01740001-09,1,381,382,Water.,Water.,NA,3.4,tadult
01740001,09,01740001-09,1,382,385,"[name], milk of water. Milk, thank you for showing me that.","[name], milk of water. Milk, thank you for showing me that.",proper noun,3.4,tadult
01740001,09,01740001-09,1,385,392,"[name], you can show me this for milk or this for water or you can say you want milk for water, which you prefer today.","[name], you can show me this for milk or this for water or you can say you want milk or water, which you prefer today.",NA,3.4,tadult
01740001,09,01740001-09,1,392,395,Milk. what? You want water.,Milk. I mean water,NA,3.4,ochild
01740001,09,01740001-09,1,392,395,"Milk. No, what you want water?",Milk. You want water?,NA,3.4,tadult
01740001,09,01740001-09,1,395,398,"You want water? [name], do you want water for your brother?","You want water? [name], do you mind getting water for your brother?",NA,3.4,tadult
01740001,09,01740001-09,1,398,400,"Thank you, [name]'s going to get it for you.","Thank you, [name]'s going to get it for you.",NA,3.4,tadult
01740001,09,01740001-09,1,400,402,"[name], would you like...","[name], would you like...",NA,3.4,tadult
01740001,09,01740001-09,1,402,404,"Can you do rice cake? no, no, no.",Can you do rice cakes now?,NA,3.4,ochild
